id,name,birthdate,deathdate
2285,Elena Lyadova,1980-12-25,NA
2286,Elena Satine,1987-11-24,NA
2287,Eli Craig,1972-05-25,NA
2288,Eli Marienthal,1986-03-06,NA
2289,Eli Roth,1972-04-18,NA
2290,Elia Kazan,1909-09-07,2003-09-28
2291,Elijah Kelley,1986-08-01,NA
2292,Elina Abai Kyzy,NA,NA
2293,Elina Alminas,NA,NA
2294,Elio Germano,1980-09-25,NA
2295,Elisa Donovan,1971-02-03,NA
2296,Elisabeth Harnois,1979-05-26,NA
2297,Elise Muller,1967-08-15,NA
2298,Elise Neal,1966-03-14,NA
2299,Elissa Dowling,NA,NA
2300,Eliza Coupe,1981-04-06,NA
2301,Elizabeth Allen Rosenbaum,NA,NA
2302,Elizabeth Banks,1974-02-10,NA
2303,Elizabeth Berkley,1972-07-28,NA
2304,Elizabeth Berrington,1970-08-03,NA
2305,Elizabeth Blackmore,NA,NA
2306,Elizabeth Daily,1961-09-11,NA
2307,Elizabeth Debicki,NA,NA
2308,Elizabeth MacRae,1936-02-22,NA
2309,Elizabeth McGovern,1961-07-18,NA
2310,Elizabeth Meriwether,NA,NA
2311,Elizabeth Perkins,1960-11-18,NA
2312,Elizabeth Stenholt,NA,NA
2313,Elizabeth Streb,NA,NA
2314,Ella Joyce,1954-06-12,NA
2315,Ella Wahlestedt,1998-08-01,NA
2316,Ellar Coltrane,1994-08-27,NA
2317,Ellen Albertini Dow,1913-11-16,2015-05-04
2318,Ellen Barkin,1954-04-16,NA
2319,Ellen Block,NA,NA
2320,Ellen Burstyn,1932-12-07,NA
2321,Ellen Ross,1928-10-25,NA
2322,Ellen Sandweiss,1958-12-30,NA
2323,Ellen Wong,NA,NA
2324,Ellia Thompson,NA,NA
2325,Ellie Cornell,1963-12-15,NA
2326,Ellie Kendrick,1990-06-06,NA
2327,Elliott Gould,1938-08-29,NA
2328,Ellory Elkayem,1970-08-12,NA
2329,Elodie Yung,1981-02-22,NA
2330,Elpidia Carrillo,1961-08-16,NA
2331,Elsa Lanchester,1902-10-28,1986-12-26
2332,Elton John,1947-03-25,NA
2333,Elvis Nolasco,NA,NA
2334,Elvis Tsui,1960-10-10,NA
2335,Elyas M'Barek,1982-05-29,NA
2336,Embeth Davidtz,1965-08-11,NA
2337,Eme Ikwuakor,NA,NA
2338,Emile Ardolino,1943-05-09,1993-11-20
2339,Émile Gaudreault,NA,NA
2340,Emilia Clarke,1986-10-23,NA
2341,Emilia Fox,1974-07-31,NA
2342,Émilie Dequenne,1981-08-29,NA
2343,Emilio Estefan Jr.,1953-03-04,NA
2344,Emilio Estevez,1962-05-12,NA
2345,Emily Alyn Lind,NA,NA
2346,Emily Baldoni,1984-08-03,NA
2347,Emily Dell,NA,NA
2348,Emily Gorell,NA,NA
2349,Emily Meade,1989-01-10,NA
2350,Emily Nelson,NA,NA
2351,Emily Osment,1992-03-10,NA
2352,Emily Pearson,NA,NA
2353,Emily Podleski,1979-05-15,NA
2354,Emily Ratajkowski,1991-06-07,NA
2355,Emily Rios,1989-04-27,NA
2356,Emily Watson,1967-01-14,NA
2357,Emily Wickersham,1984-04-26,NA
2358,Emily Young,NA,NA
2359,Emir Kusturica,1954-11-24,NA
2360,Emma Bell,1986-12-17,NA
2361,Emma Caulfield,1973-04-08,NA
2362,Emma de Caunes,1976-09-09,NA
2363,Emma Eliza Regan,NA,NA
2364,Emma Kenney,1999-09-14,NA
2365,Emma Lung,NA,NA
2366,Emma Stone,1988-11-06,NA
2367,Emma Watson,1990-04-15,NA
2368,Emma-Kate Croghan,NA,NA
2369,Emmanuel Kabongo,1986-12-25,NA
2370,Emmanuelle Béart,1963-08-14,NA
2371,Emmanuelle Bercot,1967-11-06,NA
2372,Emmanuelle Riva,1927-02-24,2017-01-27
2373,Emmanuelle Seigner,1966-06-22,NA
2374,Emmanuelle Vaugier,1976-06-23,NA
2375,Emraan Hashmi,1979-03-24,NA
2376,Enrico Colantoni,1963-02-14,NA
2377,Enrique Begne,NA,NA
2378,Enrique Iglesias,1975-05-08,NA
2379,Enrique Murciano,1973-07-09,NA
2380,Enrique Villén,NA,NA
2381,Enzo Petito,1897-07-24,1967-07-17
2382,Eoin Macken,1987-04-15,NA
2383,Eric Ambriz,NA,NA
2384,Eric Blakeney,1959-09-14,NA
2385,Eric Blore,1887-12-23,1959-03-02
2386,Eric Bress,1962-03-25,NA
2387,Eric Brevig,NA,NA
2388,Eric Bross,1964-01-21,NA
2389,Eric Bugbee,NA,NA
2390,Eric Cantona,1966-05-24,NA
2391,Eric Christmas,1916-03-19,2000-07-22
2392,Eric Dane,1972-11-09,NA
2393,Eric Darnell,NA,NA
2394,Eric Eason,NA,NA
2395,Eric Elmosnino,1964-05-02,NA
2396,Eric England,1988-02-23,NA
2397,Eric Godon,1959-02-07,NA
2398,Eric Idle,1943-03-29,NA
2399,Eric Jacobson,1970-07-25,NA
2400,Eric Johnson,1974-04-28,NA
2401,Eric Lange,1973-02-19,NA
2402,Eric Lartigau,NA,NA
2403,Eric Lavaine,NA,NA
2404,Eric Leighton,1962-11-06,NA
2405,Eric Lloyd,1986-05-19,NA
2406,Eric Mabius,1971-04-22,NA
2407,Eric McCormack,1963-04-18,NA
2408,Eric Mendelsohn,1964-11-01,NA
2409,Eric Mendenhall,NA,NA
2410,Eric Nicholas,NA,NA
2411,Eric Peterson,1946-10-02,NA
2412,Eric Schaeffer,1962-01-22,NA
2413,Eric Schlosser,1959-08-17,NA
2414,Eric Schweig,1967-06-19,NA
2415,Eric Sheffer Stevens,1972-06-19,NA
2416,Eric Stoltz,1961-09-30,NA
2417,Eric Stonestreet,1971-09-09,NA
2418,Eric Stuart,1967-10-18,NA
2419,Eric Styles,NA,NA
2420,Eric Sykes,1923-05-04,2012-07-04
2421,Éric Tessier,1883-05-28,1973-06-01
2422,Eric Valette,NA,NA
2423,Eric Winter,1976-07-17,NA
2424,Eric Worre,NA,NA
2425,Erica Leerhsen,1976-02-14,NA
2426,Erica Linz,NA,NA
2427,Erick Avari,1952-04-13,NA
2428,Erick Elias,1980-06-23,NA
2429,Ericson Core,NA,NA
2430,Erik Canuel,NA,NA
2431,Erik Estrada,1949-03-16,NA
2432,Erik Knudsen,1988-03-25,NA
2433,Erik Palladino,1968-05-10,NA
2434,Erik Per Sullivan,1991-07-12,NA
2435,Erik White,NA,NA
2436,Erika Christensen,1982-08-19,NA
2437,Erin Bethea,1982-08-12,NA
2438,Erin Boyes,NA,NA
2439,Erin Cipolletti,NA,NA
2440,Erin Daniels,1972-10-09,NA
2441,Erin Fitzgerald,1972-09-21,NA
2442,Erin Gray,1950-01-07,NA
2443,Erin O'Brien,1975-01-31,NA
2444,Erin Pitt,NA,NA
2445,Erin Wasson,1982-01-20,NA
2446,Erland Josephson,1923-06-15,2012-02-25
2447,Ernest R. Dickerson,1951-06-25,NA
2448,Ernie Barbarash,NA,NA
2449,Ernie Reyes Jr.,1972-01-15,NA
2450,Eros Vlahos,1995-01-13,NA
2451,Errol Flynn,1909-06-20,1959-10-14
2452,Errol Morris,1948-02-05,NA
2453,Esai Morales,1962-10-01,NA
2454,Essence Atkins,1972-02-07,NA
2455,Essie Davis,NA,NA
2456,Estella Warren,1978-12-23,NA
2457,Estelle Parsons,1927-11-20,NA
2458,Esther Williams,1921-08-08,2013-06-06
2459,Etan Cohen,NA,NA
2460,Ethan Coen,1957-09-21,NA
2461,Ethan Embry,1978-06-13,NA
2462,Ethan Maniquis,NA,NA
2463,Ethan Peck,1986-03-02,NA
2464,Ethan Stiefel,NA,NA
2465,Ethan Suplee,1976-05-25,NA
2466,Étienne Faure,NA,NA
2467,Eugène Lourié,1903-04-08,1991-05-26
2468,Eugene Roche,1928-09-22,2004-07-28
2469,Eugenia Khirivskaya,1981-09-03,NA
2470,Eugenie Bondurant,1961-04-27,NA
2471,Eugenio Derbez,1962-09-02,NA
2472,Eva Amurri Martino,1985-03-15,NA
2473,Eva Birthistle,NA,NA
2474,Eva Boehnke,NA,NA
2475,Eva Bourne,NA,NA
2476,Eva Carrozza,NA,NA
2477,Eva Green,1980-07-06,NA
2478,Eva LaRue,1966-12-27,NA
2479,Eva Marcille,1984-10-30,NA
2480,Eva Marie Saint,1924-07-04,NA
2481,Evan Goldberg,NA,NA
2482,Evan Jones,NA,NA
2483,Evan McGuire,NA,NA
2484,Evan Parke,1968-01-02,NA
2485,Evan Ross,1988-08-26,NA
2486,Eve,1978-11-10,NA
2487,Eve Ensler,1953-05-25,NA
2488,Eve Plumb,1958-04-29,NA
2489,Evelyn Jefferson,NA,NA
2490,Everett McGill,1945-10-21,NA
2491,Everett Sloane,1909-10-01,1965-08-06
2492,Evgeniy Mironov,1966-11-29,NA
2493,Ewen Bremner,1972-01-23,NA
2494,Ewen Solon,1917-09-07,1985-07-07
2495,Exie Booker,NA,NA
2496,Eytan Fox,1964-08-21,NA
2497,Ezra Miller,1992-09-30,NA
2498,F. Gary Gray,1969-07-17,NA
2499,F. Murray Abraham,1939-10-24,NA
2500,Fabián Bielinsky,1959-02-03,2006-06-28
2501,Fabian Bolin,NA,NA
2502,Fabio Testi,1941-08-02,NA
2503,Fabrice Luchini,1951-11-01,NA
2504,Facundo Lombard,NA,NA
2505,Fadia Nadda,NA,NA
2506,Faizon Love,1968-06-14,NA
2507,Fana Mokoena,1971-05-13,NA
2508,Fann Wong,1971-01-27,NA
2509,Fanny Ardant,1949-03-22,NA
2510,Fares Fares,1973-04-29,NA
2511,Farrah Fawcett,1947-02-02,2009-06-25
2512,Fatih Akin,1973-08-25,NA
2513,Fay Masterson,1974-04-15,NA
2514,Faye Dunaway,1941-01-14,NA
2515,Fede Alvarez,1978-02-09,NA
2516,Fedja van Huêt,1973-06-21,NA
2517,Fedor Bondarchuk,1967-05-09,NA
2518,Felicia Pearson,1980-05-18,NA
2519,Felicity Huffman,1962-12-09,NA
2520,Felix Avitia,2002-10-03,NA
2521,Félix Moati,1989-08-04,NA
2522,Fenella Woolgar,1969-08-04,NA
2523,Fenton Bailey,NA,NA
2524,Ferdinando Vetere,NA,NA
2525,Fereshteh Sadre Orafaiy,NA,NA
2526,Fergie,1975-03-27,NA
2527,Fernanda Andrade,NA,NA
2528,Fernanda Machado,1980-10-10,NA
2529,Fernanda Montenegro,1929-10-16,NA
2530,Fernanda Torres,1965-09-14,NA
2531,Fernando Baez Mella,NA,NA
2532,Fernando Cayo,1968-04-22,NA
2533,Fernando León de Aranoa,1968-05-26,NA
2534,Fernando Meirelles,1955-11-09,NA
2535,Fernando Rey,1917-09-20,1994-03-09
2536,Feroz Abbas Khan,NA,NA
2537,Ferzan Ozpetek,1959-02-03,NA
2538,Filippo Timi,1974-02-27,NA
2539,Fina Torres,1969-04-25,NA
2540,Finlay Currie,1878-01-20,1968-05-09
2541,Finn Ireland,NA,NA
2542,Finn Taylor,1958-07-04,NA
2543,Finn Wittrock,1984-10-28,NA
2544,Finola Hughes,1959-10-29,NA
2545,Fiona Dourif,1981-10-30,NA
2546,Fiona Glascott,1982-11-22,NA
2547,Fiona Shaw,1958-07-10,NA
2548,Fionnula Flanagan,1941-12-10,NA
2549,Firass Dirani,1984-04-29,NA
2550,Fisher Stevens,1963-11-27,NA
2551,Flaco Navaja,NA,NA
2552,Flavio Parenti,NA,NA
2553,Flea,1962-10-16,NA
2554,Flint Beverage,NA,NA
2555,Florence Ayisi,NA,NA
2556,Florence Henderson,1934-02-14,2016-11-24
2557,Florent-Emilio Siri,1965-03-02,NA
2558,Floria Sigismondi,NA,NA
2559,Florian Henckel von Donnersmarck,1973-05-02,NA
2560,Florian Lukas,1973-03-16,NA
2561,Floyd Mutrux,1941-06-25,NA
2562,Forest Whitaker,1961-07-15,NA
2563,Forrest Tucker,1919-02-12,1986-10-25
2564,Fran Drescher,1957-09-30,NA
2565,Fran Kranz,1981-07-13,NA
2566,Frances Bavier,1902-12-14,1989-12-06
2567,Frances Bay,1919-01-23,2011-09-15
2568,Frances Conroy,1953-11-13,NA
2569,Frances Fisher,1956-10-21,2016-12-27
2570,Frances Lee McCain,1944-07-28,NA
2571,Frances O'Connor,1967-06-12,NA
2572,Francesc Pagès,NA,NA
2573,Francesca Capaldi,NA,NA
2574,Francesca Gregorini,1968-08-07,NA
2575,Francesca Rettondini,1971-03-07,NA
2576,Francine Blake,NA,NA
2577,Francis Capra,1983-04-27,NA
2578,Francis Ford Coppola,1939-04-07,NA
2579,Francis Lawrence,1951-11-07,NA
2580,Francis Lederer,1899-11-06,2000-05-25
2581,Franck Khalfoun,NA,NA
2582,Franco Nero,1941-11-23,NA
2583,Franco Zeffirelli,1923-02-12,NA
2584,François Bégaudeau,NA,NA
2585,François Berléand,1952-04-22,NA
2586,François Chau,1959-10-26,NA
2587,François Cluzet,1955-09-21,NA
2588,François Damiens,1973-01-17,NA
2589,François Girard,1963-01-12,NA
2590,François Ozon,1967-11-15,NA
2591,François Truffaut,1932-02-06,1984-10-21
2592,Françoise Yip,1972-09-04,NA
2593,Frank Borzage,1894-04-23,1962-06-19
2594,Frank Capra,1897-05-18,1991-09-03
2595,Frank Coraci,1966-02-03,NA
2596,Frank Darabont,1959-01-28,NA
2597,Frank Dillane,1991-04-21,NA
2598,Frank Faylen,1905-12-08,1985-08-02
2599,Frank Finlay,1926-08-06,2016-01-30
2600,Frank Gerrish,1963-03-14,NA
2601,Frank Grillo,1965-06-08,NA
2602,Frank Hvam,1970-09-12,NA
2603,Frank LaLoggia,1954-01-12,NA
2604,Frank Langella,1938-01-01,NA
2605,Frank Lotito,NA,NA
2606,Frank Marshall,1946-09-13,NA
2607,Frank McHugh,1898-05-23,1981-09-11
2608,Frank Miller,1957-01-27,NA
2609,Frank Nissen,NA,NA
2610,Frank Oz,1944-05-25,NA
2611,Frank Perry,1930-08-21,1995-08-29
2612,Frank Rautenbach,1972-05-12,NA
2613,Frank Sebastiano,NA,NA
2614,Frank Vincent,1939-08-04,NA
2615,Frank Welker,1946-03-12,NA
2616,Frank Whaley,1963-07-20,NA
2617,Frankie Muniz,1985-12-05,NA
2618,Frankie Valli,1934-05-03,NA
2619,Franklin J. Schaffner,1920-05-30,1989-07-02
2620,Franky G,1965-10-30,NA
2621,Fred Armisen,1966-12-04,NA
2622,Fred Dekker,1959-04-09,NA
2623,Fred Durst,1970-08-20,NA
2624,Fred Gwynne,1926-07-10,1993-07-02
2625,Fred MacMurray,1908-08-30,1991-11-05
2626,Fred Malatesta,1889-04-18,1952-04-08
2627,Fred Melamed,1956-05-13,NA
2628,Fred Rogers,1928-03-20,2003-02-27
2629,Fred Savage,1976-07-09,NA
2630,Fred Schepisi,1939-12-26,NA
2631,Fred Tatasciore,NA,NA
2632,Fred Walton,NA,NA
2633,Fred Ward,1942-12-30,NA
2634,Fred Willard,1939-09-18,NA
2635,Fred Williamson,1938-03-05,NA
2636,Fred Wolf,1932-09-13,NA
2637,Fred Zinnemann,1907-04-29,1997-03-14
2638,Freddie Jones,1927-09-12,NA
2639,Freddy Rodríguez,1975-01-17,NA
2640,Frédéric Auburtin,1962-06-04,NA
2641,Frédéric Forestier,NA,NA
2642,Frederic Forrest,1936-12-23,NA
2643,Frederick Weller,1947-06-24,NA
2644,Frederik Du Chau,1965-05-15,NA
2645,Fredro Starr,1971-04-18,NA
2646,French Stewart,1964-02-20,NA
2647,Frida Hallgren,1974-12-16,NA
2648,Fritz Kortner,1892-05-12,1970-07-22
2649,Fritz Lang,1890-12-05,1976-08-02
2650,G.J. Echternkamp,NA,NA
2651,G.W. Bailey,1944-08-27,NA
2652,G.W. Krauss,NA,NA
2653,Gabe Ibáñez,1971-06-07,NA
2654,Gabor Csupo,1952-09-29,NA
2655,Gabourey Sidibe,1983-05-06,NA
2656,Gabriel Almirón,NA,NA
2657,Gabriel Bateman,NA,NA
2658,Gabriel Beristain,1955-05-09,NA
2659,Gabriel Damon,1976-04-23,NA
2660,Gabriel Hogan,NA,NA
2661,Gabriel Iglesias,1976-07-15,NA
2662,Gabriel Millman,1986-02-07,NA
2663,Gabriel Reyes,NA,NA
2664,Gabriel Thomson,1986-10-27,NA
2665,Gabriela Castillo,NA,NA
2666,Gabriela Tagliavini,1968-12-29,NA
2667,Gabriele Muccino,1967-05-20,NA
2668,Gabrielle Carteris,1961-01-02,NA
2669,Gabrielle Reece,1970-01-06,NA
2670,Gaby Hoffmann,1982-01-08,NA
2671,Gael Le Cornec,NA,NA
2672,Gage Golightly,1993-09-05,NA
2673,Gaia Weiss,1991-08-30,NA
2674,Gale Sondergaard,1899-02-15,1985-08-14
2675,Gano Grills,NA,NA
2676,Garba Touré,NA,NA
2677,Garcelle Beauvais,1966-11-26,NA
2678,Gareth Edwards,NA,NA
2679,Gareth Evans,NA,NA
2680,Garrett Clayton,NA,NA
2681,Garrett M. Brown,1948-11-07,NA
2682,Garrett Morris,1937-02-01,NA
2683,Garrett Ryan,NA,NA
2684,Garrick Hagon,1939-09-27,NA
2685,Garry Cooper,1901-05-07,1961-05-13
2686,Garry Marshall,1934-11-13,2016-07-19
2687,Garry Shandling,1949-11-29,2016-03-24
2688,Garth Jennings,NA,NA
2689,Garvin Cross,NA,NA
2690,Gary Chapman,NA,NA
2691,Gary Cole,1956-09-20,NA
2692,Gary Coleman,1968-02-08,2010-05-28
2693,Gary Cooper,1901-05-07,1961-05-13
2694,Gary Daniels,1963-05-09,NA
2695,Gary David Goldberg,1944-06-25,2013-06-22
2696,Gary Dourdan,1966-12-11,NA
2697,Gary Farmer,1953-06-12,NA
2698,Gary Fleder,1965-12-19,NA
2699,Gary Halvorson,NA,NA
2700,Gary Hardwick,NA,NA
2701,Gary Lewis,NA,NA
2702,Gary Lockwood,1937-02-21,NA
2703,Gary McDonald,NA,NA
2704,Gary McKendry,NA,NA
2705,Gary Nelson,1951-12-20,NA
2706,Gary Oldman,1958-03-21,NA
2707,Gary Rogers,NA,NA
2708,Gary Ross,1956-11-03,NA
2709,Gary Schwartz,NA,NA
2710,Gary Sherman,NA,NA
2711,Gary Shore,NA,NA
2712,Gary Sinyor,NA,NA
2713,Gary Stretch,1968-11-04,NA
2714,Gary Trousdale,1960-06-08,NA
2715,Gary Weeks,1972-06-04,NA
2716,Gary Winick,1961-03-31,2011-02-27
2717,Gaspar Noé,1963-12-27,NA
2718,Gastón Pauls,1972-01-17,NA
2719,Gauhar Khan,1983-08-23,NA
2720,Gavin Hood,1963-05-12,NA
2721,Gavin MacLeod,1931-02-28,NA
2722,Gavin Newsom,1967-10-10,NA
2723,Gavin O'Connor,NA,NA
2724,Gavin Wiesen,NA,NA
2725,Gaye Brown,1941-03-02,NA
2726,Gbenga Akinnagbe,1978-12-12,NA
2727,Gedde Watanabe,1955-06-26,NA
2728,Gemma Chan,1982-11-29,NA
2729,Gemma Jones,1942-12-04,NA
2730,Gen Seto,NA,NA
2731,Gena Rowlands,1930-06-19,NA
2732,Gene Quintano,NA,NA
2733,Gene Simmons,1949-08-25,NA
2734,Gene Teigland,NA,NA
2735,Gene Tierney,1920-11-19,1991-11-06
2736,Geneviève Bujold,1942-07-01,NA
2737,Geneviève Lemon,NA,NA
2738,Genevieve O'Reilly,1977-01-06,NA
2739,Genndy Tartakovsky,1970-01-17,NA
2740,Geoff Bell,NA,NA
2741,Geoff Murphy,1946-06-13,NA
2742,Geoff Stults,1977-12-15,NA
2743,Geoffrey Arend,1978-02-28,NA
2744,Geoffrey Holder,1930-08-01,2014-10-05
2745,Geoffrey Palmer,1927-06-04,NA
2746,Geoffrey Sax,NA,NA
2747,Georg Wilhelm Pabst,1885-08-25,1967-05-29
2748,George 'Buck' Flower,1937-10-28,2004-06-18
2749,George A. Romero,1940-02-04,NA
2750,George Armitage,NA,NA
2751,George Brent,1904-03-15,1979-05-26
2752,George C. Scott,1927-10-18,1999-09-22
2753,George Carlin,1937-05-12,2008-06-22
2754,George Chakiris,1934-09-16,NA
2755,George Clooney,1961-05-06,NA
2756,George Coe,1955-02-03,NA
2757,George Cole,1967-03-01,NA
2758,George Coulouris,1903-10-01,1989-04-25
2759,George Cukor,1899-07-07,1983-01-24
2760,George DiCenzo,1940-04-21,2010-08-09
2761,George Gallo,NA,NA
2762,George Hamilton,1939-08-12,NA
2763,George Harris,1925-02-18,2016-02-28
2764,George Harrison,1943-02-25,2001-11-29
2765,George Hickenlooper,1963-05-25,2010-10-30
2766,George Jackson,NA,NA
2767,George Kennedy,1925-02-18,2016-02-28
2768,George Lazenby,1939-09-05,NA
2769,George Lopez,1961-04-23,NA
2770,George Lucas,1944-05-14,NA
2771,George Miller,1945-03-03,NA
2772,George Newbern,1964-12-30,NA
2773,George Newton,1957-04-05,NA
2774,George Nolfi,NA,NA
2775,George P. Cosmatos,1941-01-04,2005-04-19
2776,George Peppard,1928-10-01,1994-05-08
2777,George Raft,1901-09-26,1980-11-24
2778,George Ratliff,1968-10-11,NA
2779,George Reeves,1914-01-05,1959-06-16
2780,George Roy Hill,1921-12-20,2002-12-27
2781,George Sanders,1906-07-03,1972-04-25
2782,George Sidney,1916-10-04,2002-05-05
2783,George Stevens,1932-04-03,NA
2784,George T. Odom,1950-08-21,2016-09-21
2785,George Tillman Jr.,1969-01-26,NA
2786,George Voskovec,1905-06-19,1981-07-01
2787,George W. Bush,1946-07-06,NA
2788,George Wendt,1948-10-17,NA
2789,Georgia Groome,1992-02-11,NA
2790,Georgia Hilton,NA,NA
2791,Georgina Cates,1975-01-14,NA
2792,Georgina Chapman,1976-04-14,NA
2793,Georgina Reilly,1986-02-12,NA
2794,Gerald McRaney,1947-08-19,NA
2795,Gerald Potterton,1931-03-08,NA
2796,Geraldine Chaplin,1944-07-31,NA
2797,Geraldine McEwan,1932-05-09,2015-01-30
2798,Gerard Butler,1969-11-13,NA
2799,Gerard Johnstone,NA,NA
2800,Gérard Jugnot,1951-05-04,NA
2801,Gérard Krawczyk,1953-05-17,NA
2802,Gerard McSorley,NA,NA
2803,Gerardo Taracena,NA,NA
2804,Germán Alcarazu,NA,NA
2805,Gerry Becker,1951-04-11,NA
2806,Gerry Bednob,NA,NA
2807,Gerry Lively,NA,NA
2808,Gerry Lopez,NA,NA
2809,Gert Fröbe,1913-02-25,1988-09-05
2810,Ghassan Massoud,1958-09-20,NA
2811,Gia Coppola,1987-01-01,NA
2812,Gia Mantegna,1990-04-17,NA
2813,Gian Maria Volontè,1933-04-09,1994-12-06
2814,Giancarlo Giannini,1942-08-01,NA
2815,Gideon Emery,1972-09-12,NA
2816,Gideon Raff,NA,NA
2817,Gigi Rice,1965-03-13,NA
2818,Gil Bellows,1967-06-28,NA
2819,Gil Birmingham,1953-07-13,NA
2820,Gil Junger,1954-11-07,NA
2821,Gil Kenan,1976-10-16,NA
2822,Gilbert Gottfried,1955-02-28,NA
2823,Gilbert R. Hill,1931-11-06,2016-02-29
2824,Gilbert Roland,1905-12-11,1994-05-15
2825,Gilles Lellouche,NA,NA
2826,Gilles Paquet-Brenner,NA,NA
2827,Gillian Armstrong,1950-12-18,NA
2828,Gillian Jacobs,1982-10-19,NA
2829,Gillian Robespierre,1978-06-29,NA
2830,Gillian White,NA,NA
2831,Gina Bellman,1966-07-10,NA
2832,Gina Holden,1975-03-17,NA
2833,Gina Lollobrigida,1927-07-04,NA
2834,Gina McKee,1964-04-14,NA
2835,Gina Montana,NA,NA
2836,Gina Prince-Bythewood,1969-06-10,NA
2837,Ginger Jensen,NA,NA
2838,Ginger Rogers,1911-07-16,1995-04-25
2839,Gino Salvano,NA,NA
2840,Giovanna Mezzogiorno,1974-11-09,NA
2841,Giovanni Zelko,NA,NA
2842,Gitte Witt,1983-06-20,NA
2843,Giulia Michelini,1985-06-02,NA
2844,Giuliano Montaldo,1930-02-22,NA
2845,Giuseppe Tornatore,1956-05-27,NA
2846,Gladys Cooper,1888-12-18,1971-11-17
2847,Glen Hansard,1970-04-21,NA
2848,Glen Morgan,NA,NA
2849,Glen Murphy,NA,NA
2850,Glen Powell,1988-10-21,NA
2851,Glenn Beck,1964-02-10,NA
2852,Glenn Campbell,1936-04-22,NA
2853,Glenn Erland Tosterud,NA,NA
2854,Glenn Ficarra,NA,NA
2855,Glenn Ford,1916-05-01,2006-08-30
2856,Glenn Howerton,1976-04-13,NA
2857,Glenn Morshower,1959-04-24,NA
2858,Glenn Plummer,1961-08-18,NA
2859,Glenn Shadix,1952-04-15,2010-09-07
2860,Glenne Headly,1955-03-13,NA
2861,Gloria Foster,1933-11-15,2001-09-29
2862,Gloria Grahame,1923-11-28,1981-10-05
2863,Gloria Reuben,1964-06-09,NA
2864,Gloria Sandoval,NA,NA
2865,Gloria Stuart,1910-07-04,2010-09-26
2866,Gloria Votsis,1979-02-09,NA
2867,Glynis Johns,1923-10-05,NA
2868,Gnana Rajasekaran,NA,NA
2869,Gonzalo López-Gallego,NA,NA
2870,Goran Dukic,NA,NA
2871,Goran Visnjic,1972-09-09,NA
2872,Gordon Chan,NA,NA
2873,Gordon Currie,1965-09-25,NA
2874,Gordon Jackson,1923-12-19,1990-01-15
2875,Gordon Jump,1932-04-01,2003-09-22
2876,Gordon Pinsent,1930-07-12,NA
2877,Gore Verbinski,1964-03-16,NA
2878,Goya Toledo,1969-09-24,NA
2879,Grace Gummer,1986-05-09,NA
2880,Grace Jones,1948-05-19,NA
2881,Grace Phipps,1992-05-04,NA
2882,Graham Annable,NA,NA
2883,Graham Beckel,1949-12-22,NA
2884,Graham McTavish,1961-01-03,NA
2885,Grant Bowler,1968-07-18,NA
2886,Grant Heslov,1963-05-15,NA
2887,Grasie Mercedes,1978-02-23,NA
2888,Graziella Galvani,1931-06-27,NA
2889,Greer Garson,1929-02-20,1989-08-16
2890,Greg Aronowitz,NA,NA
2891,Greg Ayres,1968-12-07,NA
2892,Greg Berlanti,1972-05-24,NA
2893,Greg Collins,1952-12-08,NA
2894,Greg Coolidge,1972-12-28,NA
2895,Greg Crowe,1965-03-13,NA
2896,Greg D'Agostino,NA,NA
2897,Greg Germann,1958-02-26,NA
2898,Greg Grunberg,1966-07-11,NA
2899,Greg Harrison,1950-05-31,NA
2900,Greg Jackson,1964-06-10,NA
2901,Greg Marcks,1976-08-12,NA
2902,Greg Mottola,1964-07-11,NA
2903,Greg Nicotero,1963-03-15,NA
2904,Greg Speirs,NA,NA
2905,Greg Tiernan,1965-06-19,NA
2906,Gregg Henry,1952-05-06,NA
2907,Gregor Jordan,NA,NA
2908,Gregory Alan Williams,1956-06-12,NA
2909,Gregory Cruz,NA,NA
2910,Gregory Hoblit,1944-11-27,NA
2911,Gregory Itzin,1948-04-20,NA
2912,Gregory Jacobs,NA,NA
2913,Gregory Nava,1949-04-10,NA
2914,Gregory Poirier,1961-05-19,NA
2915,Gregory Scott Cummins,NA,NA
2916,Gregory Sierra,1941-01-25,NA
2917,Gregory Smith,1983-07-06,NA
2918,Gregory Widen,NA,NA
2919,Greta Gerwig,1983-08-04,NA
2920,Gretchen Mol,1972-11-08,NA
2921,Gretchen Palmer,1961-12-16,NA
2922,Grey Damon,1987-09-24,NA
2923,Grey Griffin,1973-08-24,NA
2924,Griffin Cleveland,NA,NA
2925,Griffin Dunne,1955-06-08,NA
2926,Griffin Kane,NA,NA
2927,Grigoriy Dobrygin,1986-02-17,NA
2928,Guang Li,NA,NA
2929,Guillaume Canet,1973-04-10,NA
2930,Guillaume Denaiffe,NA,NA
2931,Guillaume Ivernel,NA,NA
2932,Guillermo Arriaga,1958-03-13,NA
2933,Guillermo del Toro,1964-10-09,NA
2934,Guillermo Francella,1955-02-14,NA
2935,Gulshan Grover,1955-09-21,NA
2936,Gunnar Hansen,NA,NA
2937,Gurinder Chadha,1960-01-10,NA
2938,Guro Nagelhus Schia,NA,NA
2939,Gus Van Sant,1952-07-24,NA
2940,Gustaf Skarsgård,1980-11-12,NA
